round,date,day_of_week,team_1,team_2,goal_1,goal_2
35,10/11/2012,Sábado,Atlético GO,Santos,2,1
35,10/11/2012,Sábado,Corinthians,Coritiba,5,1
35,11/11/2012,Domingo,Grêmio,São Paulo,2,1
35,11/11/2012,Domingo,Vasco,Atlético MG,1,1
35,11/11/2012,Domingo,Palmeiras,Fluminense,2,3
35,11/11/2012,Domingo,Cruzeiro,Bahia,3,1
35,11/11/2012,Domingo,Ponte Preta,Internacional,1,0
35,11/11/2012,Domingo,Figueirense,Sport,1,1
35,11/11/2012,Domingo,Náutico,Flamengo,0,1
36,17/11/2012,Sábado,Santos,Figueirense,2,0
36,17/11/2012,Sábado,Coritiba,Vasco,1,2
36,18/11/2012,Domingo,Atlético MG,Atlético GO,2,2
36,18/11/2012,Domingo,Flamengo,Palmeiras,1,1
36,18/11/2012,Domingo,Fluminense,Cruzeiro,0,2
36,18/11/2012,Domingo,São Paulo,Náutico,2,1
36,18/11/2012,Domingo,Bahia,Ponte Preta,1,0
36,18/11/2012,Domingo,Internacional,Corinthians,0,2
36,18/11/2012,Domingo,Portuguesa,Grêmio,2,2
36,18/11/2012,Domingo,Sport,Botafogo,2,2
37,24/11/2012,Sábado,Corinthians,Santos,1,1
37,24/11/2012,Sábado,Vasco,Flamengo,1,1
37,25/11/2012,Domingo,Palmeiras,Atlético GO,1,2
37,25/11/2012,Domingo,Botafogo,Atlético MG,2,3
37,25/11/2012,Domingo,Internacional,Portuguesa,0,2
37,25/11/2012,Domingo,Cruzeiro,Coritiba,2,1
37,25/11/2012,Domingo,Ponte Preta,São Paulo,0,0
37,25/11/2012,Domingo,Figueirense,Grêmio,2,4
37,25/11/2012,Domingo,Sport,Fluminense,1,1
37,25/11/2012,Domingo,Bahia,Náutico,1,1
38,01/12/2012,Sábado,Santos,Palmeiras,3,1
38,01/12/2012,Sábado,Flamengo,Botafogo,2,2
38,02/12/2012,Domingo,Fluminense,Vasco,1,2
38,02/12/2012,Domingo,São Paulo,Corinthians,3,1
38,02/12/2012,Domingo,Grêmio,Internacional,0,0
38,02/12/2012,Domingo,Portuguesa,Ponte Preta,0,0
38,02/12/2012,Domingo,Coritiba,Figueirense,3,0
38,02/12/2012,Domingo,Náutico,Sport,1,0
38,02/12/2012,Domingo,Atlético GO,Bahia,0,1
38,02/12/2012,Domingo,Atlético MG,Cruzeiro,3,2
1,25/05/2013,Sábado,Vitória,Internacional,2,2
1,25/05/2013,Sábado,Vasco,Portuguesa,1,0
1,25/05/2013,Sábado,Corinthians,Botafogo,1,1
1,26/05/2013,Domingo,Santos,Flamengo,0,0
1,26/05/2013,Domingo,Grêmio,Náutico,2,0
1,26/05/2013,Domingo,Ponte Preta,São Paulo,0,2
1,26/05/2013,Domingo,Criciúma,Bahia,3,1
1,26/05/2013,Domingo,Cruzeiro,Goías,5,0
1,26/05/2013,Domingo,Coritiba,Atlético MG,2,1
1,26/05/2013,Domingo,Fluminense,Atlético PR,2,1
2,29/05/2013,Quarta-feira,Atlético PR,Cruzeiro,2,2
2,29/05/2013,Quarta-feira,Botafogo,Santos,2,1
2,29/05/2013,Quarta-feira,São Paulo,Vasco,5,1
2,29/05/2013,Quarta-feira,Bahia,Coritiba,0,0
2,29/05/2013,Quarta-feira,Flamengo,Ponte Preta,0,2
2,29/05/2013,Quarta-feira,Náutico,Vitória,0,3
2,29/05/2013,Quarta-feira,Goías,Corinthians,1,1
2,30/05/2013,Quinta-feira,Internacional,Criciúma,2,0
2,09/06/2013,Domingo,Atlético MG,Grêmio,2,0
2,12/06/2013,Quarta-feira,Portuguesa,Fluminense,2,1
3,01/06/2013,Sábado,Botafogo,Cruzeiro,2,1
3,01/06/2013,Sábado,Atlético PR,Flamengo,2,2
3,01/06/2013,Sábado,Santos,Grêmio,1,1
3,01/06/2013,Sábado,Goías,Coritiba,1,1
3,01/06/2013,Sábado,Vitória,Vasco,2,0
3,01/06/2013,Sábado,Corinthians,Ponte Preta,1,0
3,02/06/2013,Domingo,Internacional,Bahia,1,2
3,02/06/2013,Domingo,Fluminense,Criciúma,3,0
3,02/06/2013,Domingo,Náutico,Portuguesa,2,2
3,02/06/2013,Domingo,Atlético MG,São Paulo,0,0
4,05/06/2013,Quarta-feira,São Paulo,Goías,0,1
4,05/06/2013,Quarta-feira,Criciúma,Santos,3,1
4,05/06/2013,Quarta-feira,Portuguesa,Internacional,1,1
4,05/06/2013,Quarta-feira,Grêmio,Vitória,1,0
4,05/06/2013,Quarta-feira,Ponte Preta,Atlético PR,3,4
4,05/06/2013,Quarta-feira,Vasco,Atlético MG,2,0
4,05/06/2013,Quarta-feira,Flamengo,Náutico,0,1
4,05/06/2013,Quarta-feira,Bahia,Botafogo,2,1
4,05/06/2013,Quarta-feira,Cruzeiro,Corinthians,1,0
4,06/06/2013,Quinta-feira,Coritiba,Fluminense,2,1
5,08/06/2013,Sábado,Criciúma,Flamengo,0,3
5,08/06/2013,Sábado,Cruzeiro,Internacional,2,2
5,08/06/2013,Sábado,Vasco,Bahia,1,1
5,08/06/2013,Sábado,Corinthians,Portuguesa,0,0
5,08/06/2013,Sábado,Ponte Preta,Botafogo,0,2
5,09/06/2013,Domingo,Vitória,Atlético PR,3,2
5,09/06/2013,Domingo,Fluminense,Goías,2,1
5,09/06/2013,Domingo,Coritiba,Náutico,1,0
5,12/06/2013,Quarta-feira,Santos,Atlético MG,1,0
5,12/06/2013,Quarta-feira,Grêmio,São Paulo,1,1
6,06/07/2013,Sábado,Flamengo,Coritiba,2,2
6,06/07/2013,Sábado,Náutico,Ponte Preta,1,3
6,06/07/2013,Sábado,Atlético PR,Grêmio,1,1
6,06/07/2013,Sábado,Portuguesa,Cruzeiro,1,1
6,07/07/2013,Domingo,São Paulo,Santos,0,2
6,07/07/2013,Domingo,Bahia,Corinthians,0,2
6,07/07/2013,Domingo,Internacional,Vasco,5,3
6,07/07/2013,Domingo,Goías,Vitória,1,0
6,07/07/2013,Domingo,Atlético MG,Criciúma,3,2
6,07/07/2013,Domingo,Botafogo,Fluminense,1,0
7,13/07/2013,Sábado,Fluminense,Internacional,2,3
7,13/07/2013,Sábado,Santos,Portuguesa,4,1
7,13/07/2013,Sábado,Ponte Preta,Bahia,0,0
7,14/07/2013,Domingo,Coritiba,Atlético PR,1,0
7,14/07/2013,Domingo,Corinthians,Atlético MG,0,1
7,14/07/2013,Domingo,Vitória,São Paulo,3,2
7,14/07/2013,Domingo,Grêmio,Botafogo,2,1
7,14/07/2013,Domingo,Vasco,Flamengo,0,1
7,14/07/2013,Domingo,Criciúma,Goías,0,0
7,14/07/2013,Domingo,Cruzeiro,Náutico,3,0
8,20/07/2013,Sábado,São Paulo,Cruzeiro,0,3
8,20/07/2013,Sábado,Botafogo,Náutico,2,0
8,20/07/2013,Sábado,Criciúma,Grêmio,2,1
8,21/07/2013,Domingo,Vitória,Bahia,0,0
8,21/07/2013,Domingo,Internacional,Flamengo,1,0
8,21/07/2013,Domingo,Atlético PR,Corinthians,1,1
8,21/07/2013,Domingo,Santos,Coritiba,2,2
8,21/07/2013,Domingo,Goías,Portuguesa,2,1
8,21/07/2013,Domingo,Fluminense,Vasco,1,3
8,03/10/2013,Quinta-feira,Atlético MG,Ponte Preta,4,0
9,27/07/2013,Sábado,Vasco,Criciúma,3,2
9,27/07/2013,Sábado,Portuguesa,Atlético PR,2,3
9,27/07/2013,Sábado,Ponte Preta,Santos,1,0
9,28/07/2013,Domingo,Náutico,Internacional,3,0
9,28/07/2013,Domingo,Cruzeiro,Atlético MG,4,1
9,28/07/2013,Domingo,Corinthians,São Paulo,0,0
9,28/07/2013,Domingo,Grêmio,Fluminense,2,0
9,28/07/2013,Domingo,Bahia,Goías,2,1
9,28/07/2013,Domingo,Flamengo,Botafogo,1,1
9,28/07/2013,Domingo,Coritiba,Vitória,1,1
10,31/07/2013,Quarta-feira,Fluminense,Cruzeiro,1,0
10,31/07/2013,Quarta-feira,Atlético MG,Atlético PR,1,2
10,31/07/2013,Quarta-feira,Portuguesa,Criciúma,1,1
10,31/07/2013,Quarta-feira,Coritiba,Ponte Preta,5,3
10,31/07/2013,Quarta-feira,Corinthians,Grêmio,2,0
10,31/07/2013,Quarta-feira,Bahia,Flamengo,3,0
10,01/08/2013,Quinta-feira,Botafogo,Vitória,2,0
10,01/08/2013,Quinta-feira,Goías,Vasco,1,1
10,03/09/2013,Terça-feira,Náutico,São Paulo,0,1
10,10/09/2013,Terça-feira,Internacional,Santos,1,2
11,10/07/2013,Quarta-feira,São Paulo,Bahia,1,2
11,03/08/2013,Sábado,Cruzeiro,Coritiba,1,0
11,04/08/2013,Domingo,Atlético PR,Goías,2,0
11,04/08/2013,Domingo,Grêmio,Internacional,1,1
11,04/08/2013,Domingo,Ponte Preta,Fluminense,1,1
11,04/08/2013,Domingo,Criciúma,Corinthians,0,2
11,04/08/2013,Domingo,Flamengo,Atlético MG,3,0
11,04/08/2013,Domingo,Vasco,Botafogo,2,3
11,04/08/2013,Domingo,Vitória,Portuguesa,2,1
11,25/09/2013,Quarta-feira,Santos,Náutico,1,1
12,24/07/2013,Quarta-feira,São Paulo,Internacional,0,1
12,07/08/2013,Quarta-feira,Vitória,Fluminense,1,1
12,07/08/2013,Quarta-feira,Criciúma,Cruzeiro,1,2
12,07/08/2013,Quarta-feira,Atlético PR,Bahia,1,0
12,07/08/2013,Quarta-feira,Flamengo,Portuguesa,1,1
12,07/08/2013,Quarta-feira,Santos,Corinthians,1,1
12,07/08/2013,Quarta-feira,Atlético MG,Botafogo,2,2
12,07/08/2013,Quarta-feira,Goías,Náutico,2,1
12,08/08/2013,Quinta-feira,Vasco,Ponte Preta,1,1
12,08/08/2013,Quinta-feira,Grêmio,Coritiba,0,1
13,10/08/2013,Sábado,Botafogo,Goías,1,1
13,10/08/2013,Sábado,Náutico,Atlético MG,0,0
13,11/08/2013,Domingo,Cruzeiro,Santos,0,0
13,11/08/2013,Domingo,Coritiba,Vasco,0,1
13,11/08/2013,Domingo,Fluminense,Flamengo,2,3
13,11/08/2013,Domingo,Corinthians,Vitória,2,0
13,11/08/2013,Domingo,Bahia,Grêmio,0,3
13,11/08/2013,Domingo,Internacional,Atlético PR,2,2
13,11/08/2013,Domingo,Ponte Preta,Criciúma,3,1
13,11/08/2013,Domingo,Portuguesa,São Paulo,2,1
14,14/08/2013,Quarta-feira,Criciúma,Náutico,3,0
14,14/08/2013,Quarta-feira,Atlético MG,Bahia,2,0
14,14/08/2013,Quarta-feira,Santos,Vasco,1,1
14,14/08/2013,Quarta-feira,Coritiba,Portuguesa,1,1
14,14/08/2013,Quarta-feira,Vitória,Ponte Preta,3,1
14,14/08/2013,Quarta-feira,Grêmio,Cruzeiro,3,1
14,14/08/2013,Quarta-feira,Goías,Flamengo,1,1
14,14/08/2013,Quarta-feira,Fluminense,Corinthians,0,0
14,15/08/2013,Quinta-feira,São Paulo,Atlético PR,1,1
14,15/08/2013,Quinta-feira,Botafogo,Internacional,3,3
15,17/08/2013,Sábado,Náutico,Fluminense,0,1
15,17/08/2013,Sábado,Cruzeiro,Vitória,5,1
15,17/08/2013,Sábado,Vasco,Grêmio,2,3
15,18/08/2013,Domingo,Flamengo,São Paulo,0,0
15,18/08/2013,Domingo,Corinthians,Coritiba,1,0
15,18/08/2013,Domingo,Ponte Preta,Goías,0,1
15,18/08/2013,Domingo,Portuguesa,Botafogo,1,3
15,18/08/2013,Domingo,Atlético PR,Criciúma,2,1
15,18/08/2013,Domingo,Bahia,Santos,0,0
15,18/08/2013,Domingo,Internacional,Atlético MG,0,0
16,24/08/2013,Sábado,Flamengo,Grêmio,0,1
16,24/08/2013,Sábado,Ponte Preta,Cruzeiro,0,2
16,24/08/2013,Sábado,Santos,Vitória,2,0
16,24/08/2013,Sábado,Criciúma,Coritiba,2,1
16,25/08/2013,Domingo,Atlético MG,Portuguesa,2,1
16,25/08/2013,Domingo,São Paulo,Fluminense,2,1
16,25/08/2013,Domingo,Bahia,Náutico,2,0
16,25/08/2013,Domingo,Vasco,Corinthians,1,1
16,25/08/2013,Domingo,Internacional,Goías,3,3
16,25/08/2013,Domingo,Atlético PR,Botafogo,2,0
17,31/08/2013,Sábado,Grêmio,Ponte Preta,1,0
17,31/08/2013,Sábado,Goías,Atlético MG,0,0
17,31/08/2013,Sábado,Náutico,Atlético PR,1,4
17,31/08/2013,Sábado,Portuguesa,Bahia,4,2
17,31/08/2013,Sábado,Fluminense,Santos,0,2
17,01/09/2013,Domingo,Corinthians,Flamengo,4,0
17,01/09/2013,Domingo,Vitória,Criciúma,0,1
17,01/09/2013,Domingo,Botafogo,São Paulo,0,0
17,01/09/2013,Domingo,Corinthians,Internacional,0,0
17,01/09/2013,Domingo,Cruzeiro,Vasco,5,3
18,03/09/2013,Terça-feira,Goías,Grêmio,2,0
18,04/09/2013,Quarta-feira,Flamengo,Vitória,2,1
18,04/09/2013,Quarta-feira,Atlético PR,Santos,2,1
18,04/09/2013,Quarta-feira,Portuguesa,Ponte Preta,2,1
18,04/09/2013,Quarta-feira,Bahia,Cruzeiro,1,3
18,04/09/2013,Quarta-feira,Internacional,Corinthians,1,0
18,04/09/2013,Quarta-feira,Atlético MG,Fluminense,2,2
18,05/09/2013,Quinta-feira,Botafogo,Coritiba,3,1
18,05/09/2013,Quinta-feira,Náutico,Vasco,0,3
18,05/09/2013,Quinta-feira,São Paulo,Criciúma,1,2
19,07/09/2013,Sábado,Fluminense,Bahia,1,0
19,07/09/2013,Sábado,Vitória,Atlético MG,1,1
19,07/09/2013,Sábado,Ponte Preta,Internacional,1,3
19,07/09/2013,Sábado,Santos,Goías,1,0
19,07/09/2013,Sábado,Grêmio,Portuguesa,3,2
19,08/09/2013,Domingo,Corinthians,Náutico,0,0
19,08/09/2013,Domingo,Cruzeiro,Flamengo,1,0
19,08/09/2013,Domingo,Coritiba,São Paulo,2,0
19,08/09/2013,Domingo,Criciúma,Botafogo,1,2
19,08/09/2013,Domingo,Vasco,Atlético PR,0,0
20,11/09/2013,Quarta-feira,Atlético PR,Fluminense,1,1
20,11/09/2013,Quarta-feira,Goías,Cruzeiro,1,2
20,11/09/2013,Quarta-feira,Bahia,Criciúma,2,2
20,11/09/2013,Quarta-feira,Botafogo,Corinthians,1,0
20,11/09/2013,Quarta-feira,Náutico,Grêmio,0,2
20,11/09/2013,Quarta-feira,Portuguesa,Vasco,2,0
20,12/09/2013,Quinta-feira,Internacional,Vitória,2,2
20,12/09/2013,Quinta-feira,Flamengo,Santos,2,1
20,12/09/2013,Quinta-feira,São Paulo,Ponte Preta,1,0
20,12/09/2013,Quinta-feira,Atlético MG,Coritiba,3,0
21,14/09/2013,Sábado,Cruzeiro,Atlético PR,1,0
21,14/09/2013,Sábado,Fluminense,Portuguesa,2,1
21,15/09/2013,Domingo,Corinthians,Goías,1,2
21,15/09/2013,Domingo,Coritiba,Bahia,2,2
21,15/09/2013,Domingo,Ponte Preta,Flamengo,1,1
21,15/09/2013,Domingo,Criciúma,Internacional,0,1
21,15/09/2013,Domingo,Vasco,São Paulo,0,2
21,15/09/2013,Domingo,Santos,Botafogo,1,2
21,15/09/2013,Domingo,Vitória,Náutico,2,1
21,15/09/2013,Domingo,Grêmio,Atlético MG,0,1
22,18/09/2013,Quarta-feira,Vasco,Vitória,1,2
22,18/09/2013,Quarta-feira,Grêmio,Santos,1,1
22,18/09/2013,Quarta-feira,Criciúma,Fluminense,1,2
22,18/09/2013,Quarta-feira,Coritiba,Goías,2,2
22,18/09/2013,Quarta-feira,Cruzeiro,Botafogo,3,0
22,18/09/2013,Quarta-feira,Ponte Preta,Corinthians,2,0
22,18/09/2013,Quarta-feira,São Paulo,Atlético MG,1,0
22,19/09/2013,Quinta-feira,Flamengo,Atlético PR,2,4
22,19/09/2013,Quinta-feira,Bahia,Internacional,2,0
22,19/09/2013,Quinta-feira,Portuguesa,Náutico,3,0
23,21/09/2013,Sábado,Fluminense,Coritiba,1,1
23,21/09/2013,Sábado,Vitória,Grêmio,0,0
23,22/09/2013,Domingo,Internacional,Portuguesa,0,1
23,22/09/2013,Domingo,Goías,São Paulo,1,0
23,22/09/2013,Domingo,Náutico,Flamengo,0,0
23,22/09/2013,Domingo,Corinthians,Cruzeiro,0,0
23,22/09/2013,Domingo,Botafogo,Bahia,1,2
23,22/09/2013,Domingo,Atlético MG,Vasco,2,1
23,22/09/2013,Domingo,Atlético PR,Ponte Preta,1,0
23,22/09/2013,Domingo,Santos,Criciúma,2,1
24,28/09/2013,Sábado,Goías,Fluminense,1,2
24,28/09/2013,Sábado,Náutico,Coritiba,3,0
24,28/09/2013,Sábado,Botafogo,Ponte Preta,0,1
24,29/09/2013,Domingo,Flamengo,Criciúma,4,1
24,29/09/2013,Domingo,São Paulo,Grêmio,0,1
24,29/09/2013,Domingo,Bahia,Vasco,0,0
24,29/09/2013,Domingo,Portuguesa,Corinthians,4,0
24,29/09/2013,Domingo,Internacional,Cruzeiro,1,2
24,29/09/2013,Domingo,Atlético MG,Santos,3,1
24,29/09/2013,Domingo,Atlético PR,Vitória,3,5
25,25/09/2013,Quarta-feira,Criciúma,Atlético MG,1,1
25,01/10/2013,Terça-feira,Ponte Preta,Náutico,1,2
25,02/10/2013,Quarta-feira,Grêmio,Atlético PR,1,0
25,02/10/2013,Quarta-feira,Cruzeiro,Portuguesa,4,0
25,02/10/2013,Quarta-feira,Fluminense,Botafogo,1,1
25,02/10/2013,Quarta-feira,Vitória,Goías,2,1
25,02/10/2013,Quarta-feira,Corinthians,Bahia,2,0
25,02/10/2013,Quarta-feira,Coritiba,Flamengo,0,2
25,02/10/2013,Quarta-feira,Santos,São Paulo,3,0
25,03/10/2013,Quinta-feira,Vasco,Internacional,3,1
26,05/10/2013,Sábado,Botafogo,Grêmio,0,1
26,05/10/2013,Sábado,São Paulo,Vitória,3,2
26,06/10/2013,Domingo,Flamengo,Vasco,1,1
26,06/10/2013,Domingo,Náutico,Cruzeiro,1,4
26,06/10/2013,Domingo,Atlético MG,Corinthians,0,0
26,06/10/2013,Domingo,Atlético PR,Coritiba,2,1
26,06/10/2013,Domingo,Internacional,Fluminense,1,0
26,06/10/2013,Domingo,Goías,Criciúma,1,1
26,06/10/2013,Domingo,Portuguesa,Santos,3,0
26,06/10/2013,Domingo,Bahia,Ponte Preta,1,1
27,09/10/2013,Quarta-feira,Grêmio,Criciúma,1,2
27,09/10/2013,Quarta-feira,Coritiba,Santos,1,0
27,09/10/2013,Quarta-feira,Ponte Preta,Atlético MG,2,0
27,09/10/2013,Quarta-feira,Bahia,Vitória,2,0
27,09/10/2013,Quarta-feira,Corinthians,Atlético PR,0,0
27,09/10/2013,Quarta-feira,Vasco,Fluminense,1,0
27,09/10/2013,Quarta-feira,Náutico,Botafogo,1,3
27,09/10/2013,Quarta-feira,Cruzeiro,São Paulo,0,2
27,10/10/2013,Quinta-feira,Portuguesa,Goías,1,2
27,10/10/2013,Quinta-feira,Flamengo,Internacional,2,1
28,12/10/2013,Sábado,Fluminense,Grêmio,1,1
28,12/10/2013,Sábado,Vitória,Coritiba,2,1
28,12/10/2013,Sábado,Santos,Ponte Preta,2,1
28,13/10/2013,Domingo,Criciúma,Vasco,3,2
28,13/10/2013,Domingo,Atlético MG,Cruzeiro,1,0
28,13/10/2013,Domingo,Internacional,Náutico,4,1
28,13/10/2013,Domingo,São Paulo,Corinthians,0,0
28,13/10/2013,Domingo,Goías,Bahia,3,1
28,13/10/2013,Domingo,Atlético PR,Portuguesa,1,0
28,13/10/2013,Domingo,Botafogo,Flamengo,2,1
29,16/10/2013,Quarta-feira,Cruzeiro,Fluminense,1,0
29,16/10/2013,Quarta-feira,Santos,Internacional,0,0
29,16/10/2013,Quarta-feira,Ponte Preta,Coritiba,1,0
29,16/10/2013,Quarta-feira,Criciúma,Portuguesa,1,3
29,16/10/2013,Quarta-feira,São Paulo,Náutico,3,0
29,16/10/2013,Quarta-feira,Flamengo,Bahia,2,1
29,16/10/2013,Quarta-feira,Atlético PR,Atlético MG,1,0
29,16/10/2013,Quarta-feira,Grêmio,Corinthians,1,0
29,17/10/2013,Quinta-feira,Vasco,Goías,0,2
29,17/10/2013,Quinta-feira,Vitória,Botafogo,1,0
30,19/10/2013,Sábado,Fluminense,Ponte Preta,1,1
30,19/10/2013,Sábado,Náutico,Santos,1,5
30,19/10/2013,Sábado,Corinthians,Criciúma,1,0
30,20/10/2013,Domingo,Bahia,São Paulo,0,1
30,20/10/2013,Domingo,Internacional,Grêmio,2,2
30,20/10/2013,Domingo,Goías,Atlético PR,3,0
30,20/10/2013,Domingo,Atlético MG,Flamengo,1,0
30,20/10/2013,Domingo,Coritiba,Cruzeiro,2,1
30,20/10/2013,Domingo,Portuguesa,Vitória,1,1
30,20/10/2013,Domingo,Botafogo,Vasco,2,2
31,26/10/2013,Sábado,Botafogo,Atlético MG,1,0
31,26/10/2013,Sábado,Cruzeiro,Criciúma,5,3
31,27/10/2013,Domingo,Corinthians,Santos,1,1
31,27/10/2013,Domingo,Bahia,Atlético PR,1,1
31,27/10/2013,Domingo,Internacional,São Paulo,2,3
31,27/10/2013,Domingo,Ponte Preta,Vasco,2,1
31,27/10/2013,Domingo,Portuguesa,Flamengo,0,0
31,27/10/2013,Domingo,Náutico,Goías,0,2
31,27/10/2013,Domingo,Coritiba,Grêmio,4,0
31,27/10/2013,Domingo,Fluminense,Vitória,2,3
32,02/11/2013,Sábado,São Paulo,Portuguesa,2,1
32,02/11/2013,Sábado,Vasco,Coritiba,2,1
32,02/11/2013,Sábado,Atlético MG,Náutico,5,0
32,03/11/2013,Domingo,Vitória,Corinthians,1,1
32,03/11/2013,Domingo,Grêmio,Bahia,0,0
32,03/11/2013,Domingo,Goías,Botafogo,1,0
32,03/11/2013,Domingo,Santos,Cruzeiro,0,1
32,03/11/2013,Domingo,Criciúma,Ponte Preta,1,1
32,03/11/2013,Domingo,Atlético PR,Internacional,1,0
32,03/11/2013,Domingo,Flamengo,Fluminense,1,0
33,09/11/2013,Sábado,Bahia,Atlético MG,0,0
33,09/11/2013,Sábado,Portuguesa,Coritiba,0,0
33,09/11/2013,Sábado,Flamengo,Goías,1,1
33,10/11/2013,Domingo,Cruzeiro,Grêmio,3,0
33,10/11/2013,Domingo,Atlético PR,São Paulo,3,0
33,10/11/2013,Domingo,Internacional,Botafogo,2,1
33,10/11/2013,Domingo,Ponte Preta,Vitória,0,3
33,10/11/2013,Domingo,Náutico,Criciúma,0,1
33,10/11/2013,Domingo,Corinthians,Fluminense,1,0
33,10/11/2013,Domingo,Vasco,Santos,2,2
34,13/11/2013,Quarta-feira,Grêmio,Vasco,1,0
34,13/11/2013,Quarta-feira,Goías,Ponte Preta,2,0
34,13/11/2013,Quarta-feira,Criciúma,Atlético PR,2,1
34,13/11/2013,Quarta-feira,Botafogo,Portuguesa,0,0
34,13/11/2013,Quarta-feira,São Paulo,Flamengo,2,0
34,13/11/2013,Quarta-feira,Vitória,Cruzeiro,1,3
34,13/11/2013,Quarta-feira,Coritiba,Corinthians,0,1
34,14/11/2013,Quinta-feira,Santos,Bahia,3,0
34,14/11/2013,Quinta-feira,Fluminense,Náutico,2,0
34,14/11/2013,Quinta-feira,Atlético MG,Internacional,2,1
35,16/11/2013,Sábado,Botafogo,Atlético PR,4,0
35,16/11/2013,Sábado,Coritiba,Criciúma,1,2
35,17/11/2013,Domingo,Cruzeiro,Ponte Preta,2,2
35,17/11/2013,Domingo,Fluminense,São Paulo,2,1
35,17/11/2013,Domingo,Corinthians,Vasco,0,0
35,17/11/2013,Domingo,Vitória,Santos,2,0
35,17/11/2013,Domingo,Grêmio,Flamengo,2,1
35,17/11/2013,Domingo,Goías,Internacional,3,1
35,17/11/2013,Domingo,Náutico,Bahia,0,1
35,17/11/2013,Domingo,Portuguesa,Atlético MG,2,0
36,23/11/2013,Sábado,Vasco,Cruzeiro,2,1
36,23/11/2013,Sábado,Criciúma,Vitória,1,1
36,23/11/2013,Sábado,Atlético MG,Goías,4,1
36,24/11/2013,Domingo,Atlético PR,Náutico,6,1
36,24/11/2013,Domingo,Santos,Fluminense,1,0
36,24/11/2013,Domingo,Flamengo,Corinthians,1,0
36,24/11/2013,Domingo,Ponte Preta,Grêmio,1,1
36,24/11/2013,Domingo,São Paulo,Botafogo,1,1
36,24/11/2013,Domingo,Bahia,Portuguesa,1,0
36,24/11/2013,Domingo,Internacional,Coritiba,0,0
37,30/11/2013,Sábado,Fluminense,Atlético MG,2,2
37,30/11/2013,Sábado,Corinthians,Internacional,0,0
37,01/12/2013,Domingo,Vitória,Flamengo,4,2
37,01/12/2013,Domingo,Ponte Preta,Portuguesa,0,2
37,01/12/2013,Domingo,Criciúma,São Paulo,1,0
37,01/12/2013,Domingo,Cruzeiro,Bahia,1,2
37,01/12/2013,Domingo,Coritiba,Botafogo,2,1
37,01/12/2013,Domingo,Vasco,Náutico,2,0
37,01/12/2013,Domingo,Santos,Atlético PR,2,1
37,01/12/2013,Domingo,Grêmio,Goías,1,0
38,07/12/2013,Sábado,Flamengo,Cruzeiro,1,1
38,07/12/2013,Sábado,Náutico,Corinthians,1,0
38,08/12/2013,Domingo,Atlético MG,Vitória,2,2
38,08/12/2013,Domingo,Atlético PR,Vasco,5,1
38,08/12/2013,Domingo,Portuguesa,Grêmio,0,0
38,08/12/2013,Domingo,São Paulo,Coritiba,0,1
38,08/12/2013,Domingo,Bahia,Fluminense,1,2
38,08/12/2013,Domingo,Internacional,Ponte Preta,0,0
38,08/12/2013,Domingo,Goías,Santos,0,3
38,08/12/2013,Domingo,Botafogo,Criciúma,3,0
1,19/04/2014,Sábado,Fluminense,Figueirense,3,0
1,19/04/2014,Sábado,Internacional,Vitória,1,0
1,19/04/2014,Sábado,Chapecoense,Coritiba,0,0
1,20/04/2014,Domingo,São Paulo,Botafogo,3,0
1,20/04/2014,Domingo,Atlético PR,Grêmio,1,0
1,20/04/2014,Domingo,Atlético MG,Corinthians,0,0
1,20/04/2014,Domingo,Bahia,Cruzeiro,1,2
1,20/04/2014,Domingo,Santos,Sport,1,1
1,20/04/2014,Domingo,Flamengo,Goiás,0,0
1,20/04/2014,Domingo,Criciúma,Palmeiras,1,2
2,26/04/2014,Sábado,Coritiba,Santos,0,0
2,26/04/2014,Sábado,Palmeiras,Fluminense,0,1
2,27/04/2014,Domingo,Corinthians,Flamengo,2,0
2,27/04/2014,Domingo,Botafogo,Internacional,2,2
2,27/04/2014,Domingo,Cruzeiro,São Paulo,1,1
2,27/04/2014,Domingo,Vitória,Atlético PR,2,2
2,27/04/2014,Domingo,Grêmio,Atlético MG,2,1
2,27/04/2014,Domingo,Figueirense,Bahia,0,2
2,27/04/2014,Domingo,Goiás,Criciúma,1,0
2,27/04/2014,Domingo,Sport,Chapecoense,2,1
3,03/05/2014,Sábado,São Paulo,Coritiba,2,2
3,03/05/2014,Sábado,Santos,Grêmio,0,0
3,03/05/2014,Sábado,Atlético PR,Cruzeiro,2,3
3,03/05/2014,Sábado,Fluminense,Vitória,1,2
3,04/05/2014,Domingo,Flamengo,Palmeiras,4,2
3,04/05/2014,Domingo,Bahia,Botafogo,1,0
3,04/05/2014,Domingo,Internacional,Sport,2,1
3,04/05/2014,Domingo,Criciúma,Figueirense,1,0
3,04/05/2014,Domingo,Chapecoense,Corinthians,0,1
3,04/05/2014,Domingo,Atlético MG,Goiás,0,1
4,10/05/2014,Sábado,Palmeiras,Goiás,2,0
4,10/05/2014,Sábado,Internacional,Atlético PR,2,1
4,10/05/2014,Sábado,Botafogo,Criciúma,6,0
4,11/05/2014,Domingo,Fluminense,Flamengo,2,0
4,11/05/2014,Domingo,São Paulo,Corinthians,1,1
4,11/05/2014,Domingo,Atlético MG,Cruzeiro,2,1
4,11/05/2014,Domingo,Chapecoense,Grêmio,1,2
